id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
193518,HAI-1991-3-41-3,1991,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,2,"""Human Rights Watch,1992-01-01,HUMAN RIGHTS WATCH WORLD REPORT 1992"";""St. Louis Post-Dispatch,1991-10-04,HAITIAN ARMY IMPLICATED IN MASS KILLINGS 150 DEAD, HUNDREDS WOUNDED IN 3 DAYS OF ATTACKS BY SOLDIERS""",Human Rights Watch;St. Louis Post-Dispatch,1992-01-01;1991-10-04,"HUMAN RIGHTS WATCH WORLD REPORT 1992;HAITIAN ARMY IMPLICATED IN MASS KILLINGS 150 DEAD, HUNDREDS WOUNDED IN 3 DAYS OF ATTACKS BY SOLDIERS","Platform of Haitian Organizations for the Defense of Human Rights, a coalition of nine human rights groups monitoring abuses in post-coup Haiti.",1,Port-au-Prince city,"Lamentin 54 neighborhood, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,1991-10-02 00:00:00.000,1991-10-02 00:00:00.000,0,0,0,30,30,40,30,41,
193519,HAI-1991-3-41-4,1991,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""The Toronto Star,1991-10-06,Haitian families claim dead""",The Toronto Star,1991-10-06,Haitian families claim dead,Eyewitnesses,1,Port-au-Prince city,Fontamara on the city's west side.,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,1991-10-04 00:00:00.000,1991-10-04 00:00:00.000,0,0,1,0,1,1,1,41,
193528,HAI-1993-3-41-2,1993,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""USSD Report 1994,1994-01-01,.""",USSD Report 1994,1994-01-01,.,United Nations/Organization of American States International Civilian Mission (ICM),6,Haiti,Haiti,,,19.000000,-72.416700,POINT (-72.4167 19),157176,Haiti,HTI,41,Americas,2,5,1993-06-01 00:00:00.000,1993-09-30 00:00:00.000,0,0,0,0,0,100,0,41,
193527,HAI-1993-3-41-1,1993,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""Reuters,1995-08-24,.""",Reuters,1995-08-24,.,Haitian court,1,Port-au-Prince city,Sacre Coeur church in central Port-au-Prince,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,1993-09-11 00:00:00.000,1993-09-11 00:00:00.000,0,0,1,0,1,1,1,41,
193529,HAI-1993-3-41-3,1993,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""Human Rights Watch,1995-01-01,HUMAN RIGHTS WATCH WORLD REPORT 1995 Haiti""",Human Rights Watch,1995-01-01,HUMAN RIGHTS WATCH WORLD REPORT 1995 Haiti,Human Rights Watch,1,Port-au-Prince city,Cite Soleil,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,1993-12-27 00:00:00.000,1993-12-27 00:00:00.000,0,0,0,36,36,36,36,41,
193532,HAI-1994-3-41-2,1994,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""USSD Report 1994,1994-12-31,USSD Report 1994""",USSD Report 1994,1994-12-31,USSD Report 1994,United Nations/Organization of American States International Civilian Mission (ICM),6,Haiti,Haiti,,,19.000000,-72.416700,POINT (-72.4167 19),157176,Haiti,HTI,41,Americas,2,5,1994-01-01 00:00:00.000,1994-09-30 00:00:00.000,0,0,0,0,0,419,0,41,
193533,HAI-1994-3-41-3,1994,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""USSD Report 1994,1994-12-31,USSD Report 1994""",USSD Report 1994,1994-12-31,USSD Report 1994,United Nations/Organization of American States International Civilian Mission (ICM),1,Port-au-Prince city,Cite Soleil neighborhood of Port-au-Prince.,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,4,1994-02-01 00:00:00.000,1994-02-28 00:00:00.000,0,0,6,0,6,6,6,41,
193531,HAI-1994-3-41-1,1994,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,2,"""Human Rights Watch,1995-01-01,HUMAN RIGHTS WATCH WORLD REPORT 1995 Haiti"";""USSD Report 1994,1994-12-31,USSD Report 1994""",Human Rights Watch;USSD Report 1994,1995-01-01;1994-12-31,HUMAN RIGHTS WATCH WORLD REPORT 1995 Haiti;USSD Report 1994,Human Rights Watch,1,Gonaives town,"Raboteau, a poor neighborhood of Gonaives",L'Artibonite department,Gonayiv arrondissement,19.447490,-72.689030,POINT (-72.68903 19.44749),157175,Haiti,HTI,41,Americas,1,1,1994-04-23 00:00:00.000,1994-04-23 00:00:00.000,0,0,26,0,26,26,26,41,
193534,HAI-1994-3-41-4,1994,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""USSD Report 1994,1994-12-31,USSD Report 1994""",USSD Report 1994,1994-12-31,USSD Report 1994,United Nations/Organization of American States International Civilian Mission (ICM),1,Gressiers town,"Gressiers, near Leogane",Ouest department,Port-au-Prince arrondissement,18.550000,-72.516667,POINT (-72.516667 18.55),156455,Haiti,HTI,41,Americas,1,4,1994-07-01 00:00:00.000,1994-07-31 00:00:00.000,0,0,0,12,12,12,12,41,
193536,HAI-1995-3-41-0,1995,false,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""Reuters,1995-11-23,.""",Reuters,1995-11-23,.,"officials, witnesses and local radio reports",1,Port-au-Prince city,Cite Soleil,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,1995-11-23 00:00:00.000,1995-11-23 00:00:00.000,0,0,1,0,1,1,1,41,
193541,HAI-1999-3-41-1,1999,false,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""Reuters,1999-04-20,.""",Reuters,1999-04-20,.,witnesses,1,Port-au-Prince city,"Belair, a slum in Haiti's capital",Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,1999-04-20 00:00:00.000,1999-04-20 00:00:00.000,0,0,0,0,0,1,0,41,
193540,HAI-1999-3-41-0,1999,false,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""Reuters,1999-06-01,.""",Reuters,1999-06-01,.,"MICIVIH, police, relatives",1,Port-au-Prince city,"Carresour Seuilles neighborhood, Carrefour Feuilles shantytown, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,1999-05-28 00:00:00.000,1999-05-28 00:00:00.000,0,0,0,11,11,11,11,41,
193548,HAI-2004-3-41-10,2004,false,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""Human Rights Watch,2005-01-01,Human Rights Watch Annual Report 2005 Haiti""",Human Rights Watch,2005-01-01,Human Rights Watch Annual Report 2005 Haiti,Family members of the dead,1,Saint-Marc town,"Saint Marc, a town an hour south of Gonaives",L'Artibonite department,Saint-Marc arrondissement,19.116667,-72.700000,POINT (-72.7 19.116667),157175,Haiti,HTI,41,Americas,2,4,2004-02-01 00:00:00.000,2004-02-29 00:00:00.000,0,0,0,21,21,21,21,41,
219011,HAI-2004-3-41-7,2004,false,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""Associated Press Newswires,2004-02-20,Foreigners leave Haiti as police flee new outposts in rebellion; Aristide militants torch homes in St. Marc""",Associated Press Newswires,2004-02-20,Foreigners leave Haiti as police flee new outposts in rebellion; Aristide militants torch homes in St. Marc,independent Radio Galaxie,1,Saint-Marc town,,L'Artibonite department,Saint-Marc arrondissement,19.116667,-72.700000,POINT (-72.7 19.116667),157175,Haiti,HTI,41,Americas,1,2,2004-02-19 00:00:00.000,2004-02-20 00:00:00.000,0,0,0,3,3,3,3,41,
193551,HAI-2004-3-41-4,2004,false,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""Human Rights Watch,2005-01-01,Human Rights Watch Annual Report 2005 Haiti""",Human Rights Watch,2005-01-01,Human Rights Watch Annual Report 2005 Haiti,"National
Coalition for Haitian Rights",1,Port-au-Prince city,"Fort National, a poor area of Port-au-Prince",Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2004-10-26 00:00:00.000,2004-10-26 00:00:00.000,0,0,0,0,0,7,0,41,
107907,HAI-2005-3-41-0,2005,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""Reuters,2005-01-20,Haitians accuse police of killing radio journalist""",Reuters,2005-01-20,Haitians accuse police of killing radio journalist,witnesses and a human rights group,1,Port-au-Prince city,"Village de Dieu, a Port-au-Prince shantytown believed to be a bastion of gangs loyal to former President Jean-Bertrand Aristide",Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2005-01-20 00:00:00.000,2005-01-20 00:00:00.000,0,0,4,0,4,8,4,41,
186130,HAI-2005-3-41-1,2005,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""ICG,2005-05-31,Spoiling Security in Haiti""",ICG,2005-05-31,Spoiling Security in Haiti,Victima,1,Port-au-Prince city,"Rue St Martin and Rue Tiremasse, Bel Air, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2005-02-25 00:00:00.000,2005-02-25 00:00:00.000,0,0,6,0,6,6,6,41,
186131,HAI-2005-3-41-2,2005,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""Reuters,2005-02-28,Police open fire during Haiti protest, one killed""",Reuters,2005-02-28,"Police open fire during Haiti protest, one killed",witnesses,1,Port-au-Prince city,"Bel Air, Port-au-Prince slum",Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2005-02-28 00:00:00.000,2005-02-28 00:00:00.000,0,0,3,0,3,3,3,41,
186132,HAI-2005-3-41-3,2005,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""Reuters,2005-04-27,At least five die in gunfire at Haiti demo""",Reuters,2005-04-27,At least five die in gunfire at Haiti demo,"Renan Etienne, central director for Haiti's administrative police AND 21-year-old Romel Dorisma giving different views of what happen.",1,Port-au-Prince city,Port-au-Prince,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2005-04-27 00:00:00.000,2005-04-27 00:00:00.000,0,0,5,0,5,5,5,41,
186134,HAI-2005-3-41-5,2005,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""Dow Jones International News ,2005-04-29,""Gunfire Erupts As Police,Peacekeepers Move Into Haiti Slum""""",Dow Jones International News,2005-04-29,"""Gunfire Erupts As Police,Peacekeepers Move Into Haiti Slum""",Residents and victims wife,1,Port-au-Prince city,Port-au-Prince slum of Bel Air,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2005-04-28 00:00:00.000,2005-04-28 00:00:00.000,0,0,1,0,1,1,1,41,
186133,HAI-2005-3-41-4,2005,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""Dow Jones International News ,2005-08-09,Hundreds Of UN Troops Raid Slum In Haiti's Capital""",Dow Jones International News,2005-08-09,Hundreds Of UN Troops Raid Slum In Haiti's Capital,residents,1,Port-au-Prince city,slums of Port-au-Prince,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2005-08-06 00:00:00.000,2005-08-06 00:00:00.000,0,0,0,1,1,1,1,41,
186135,HAI-2005-3-41-6,2005,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""Reuters,2005-08-25,U.N. to investigate Haiti slum lynchings"", San Fransisco Bay View""",Reuters,2005-08-25,"U.N. to investigate Haiti slum lynchings"", San Fransisco Bay View","Lionel Mondestin, community leader,",1,Port-au-Prince city,Port-au-Prince,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,2,2,2005-08-19 00:00:00.000,2005-08-21 00:00:00.000,0,0,20,0,20,50,20,41,
387853,HAI-2017-3-911-1,2017,false,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,2,"""RNDDH,2017-11-29,Opération du 13 novembre 2017 : de l’intervention policière à l’exécution sommaire"";""The Intercept,2018-01-10,A U.N.-BACKED POLICE FORCE CARRIED OUT A MASSACRE IN HAITI. THE KILLINGS HAVE BEEN ALMOST ENTIRELY IGNORED. """,RNDDH;The Intercept,2017-11-29;2018-01-10,Opération du 13 novembre 2017 : de l’intervention policière à l’exécution sommaire;A U.N.-BACKED POLICE FORCE CARRIED OUT A MASSACRE IN HAITI. THE KILLINGS HAVE BEEN ALMOST ENTIRELY IGNORED.,witnesses,1,Port-au-Prince city,,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2017-11-13 00:00:00.000,2017-11-13 00:00:00.000,0,0,8,0,8,8,8,41,
277540,HAI-2018-3-911-4,2018,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,3,"""US Department of the Treasury,2020-12-10,Treasury Sanctions Serious Human Rights Abusers on International Human Rights Day"";""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil"";""National Human Rights Defense Network (RNDDH),2020-06-23,Attacks on deprived neighborhoods: The RNDDH demands the end of the protection of armed gangs by the authorities in power""",US Department of the Treasury;National Human Rights Defense Network (RNDDH);National Human Rights Defense Network (RNDDH),2020-12-10;2020-08-13;2020-06-23,"Treasury Sanctions Serious Human Rights Abusers on International Human Rights Day;Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil;Attacks on deprived neighborhoods: The RNDDH demands the end of the protection of armed gangs by the authorities in power","official sources, witnesses",1,Cité Soleil town,La Saline neighbourhood,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,2,2018-11-13 00:00:00.000,2018-11-14 00:00:00.000,0,0,0,71,71,71,71,41,
392624,HAI-2019-3-911-0,2019,false,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""Van Bef Info,2019-11-25,Haïti/ Sécurité Des policiers accusés d’avoir tué un jeune homme à Mirebalais""",Van Bef Info,2019-11-25,Haïti/ Sécurité Des policiers accusés d’avoir tué un jeune homme à Mirebalais,witnesses,1,Mirebalais town,"in Mirebalais, commune of the Center department, in a locality called ""Dèyè Kwa""",Centre department,Mirebalais arrondissement,18.834550,-72.104800,POINT (-72.1048 18.83455),156456,Haiti,HTI,41,Americas,1,1,2019-11-25 00:00:00.000,2019-11-25 00:00:00.000,0,0,1,0,1,1,1,41,
359682,HAI-2020-3-911-0,2020,false,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""Haiti Libre,2020-10-04,A student shot dead, smear of the Palace security officers ?""",Haiti Libre,2020-10-04,"A student shot dead, smear of the Palace security officers ?",Students,1,Port-au-Prince city,,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2020-10-03 00:00:00.000,2020-10-03 00:00:00.000,0,0,1,0,1,1,1,41,
375633,HAI-2021-3-911-0,2021,false,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""Haiti Pros Info,2021-01-11,A young man shot dead by a security guard for the mayor of Port-de-Paix""",Haiti Pros Info,2021-01-11,A young man shot dead by a security guard for the mayor of Port-de-Paix,witnesses,1,Port-de-Paix town,,Nord-Ouest department,Port-de-Paix arrondissement,19.934889,-72.830869,POINT (-72.830869 19.934889),157895,Haiti,HTI,41,Americas,1,1,2021-01-10 00:00:00.000,2021-01-10 00:00:00.000,0,0,1,0,1,1,1,41,
392786,HAI-2021-3-911-2,2021,false,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""Haiti Infos Pro,2021-03-11,Police operation: at least three corpses identified at Portail Léogane""",Haiti Infos Pro,2021-03-11,Police operation: at least three corpses identified at Portail Léogane,witnesses,1,Port-au-Prince city,"Portail Léogane, Port-au-Prince 

>>There is another Portail Leogane near Jacmel in the Sud department, but this event took place in Port-au-Prince",Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2021-03-11 00:00:00.000,2021-03-11 00:00:00.000,0,0,3,0,3,3,3,41,
404464,HAI-2021-3-911-6,2021,false,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""Van Bef Info,2021-05-08,A mechanic shot dead in the city center, a soldier pointed out""",Van Bef Info,2021-05-08,"A mechanic shot dead in the city center, a soldier pointed out",eyewitnesses,1,Port-au-Prince city,"rue du Champ-de-Mars, in downtown Montreal, P-a-P",Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2021-05-08 00:00:00.000,2021-05-08 00:00:00.000,0,0,1,0,1,1,1,41,
432892,HAI-2022-3-911-2,2022,false,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,3,"""Haiti Libre,2022-02-24,Haiti - FLASH : Demonstration, 4 journalists injured including one fatally"";""Haiti Libre,2022-02-25,Haiti - Justice : Death of Journalist Maxihen Lazzare, police could be involved"";""Reuters,2022-02-24,Haiti police open fire on demonstrators, one journalist killed""",Haiti Libre;Haiti Libre;Reuters,2022-02-24;2022-02-25;2022-02-24,"Haiti - FLASH : Demonstration, 4 journalists injured including one fatally;Haiti - Justice : Death of Journalist Maxihen Lazzare, police could be involved;Haiti police open fire on demonstrators, one journalist killed",,1,Port-au-Prince city,Port-au-Prince,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2022-02-23 00:00:00.000,2022-02-23 00:00:00.000,0,0,1,0,1,1,1,41,
510189,HAI-2023-3-911-8,2023,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""The National Human Rights Defense Network (RNDDH),2023-05-09,The reign of Prime Minister Ariel HENRY Or The fury of the armed gangs""",The National Human Rights Defense Network (RNDDH),2023-05-09,The reign of Prime Minister Ariel HENRY Or The fury of the armed gangs,RNDDH,1,Port-au-Prince city,Bel-Air,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,2,4,2023-02-27 00:00:00.000,2023-03-12 00:00:00.000,0,0,7,0,7,9,7,41,
510159,HAI-2023-3-911-1,2023,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""The National Human Rights Defense Network (RNDDH),2023-05-09,The reign of Prime Minister Ariel HENRY Or The fury of the armed gangs""",The National Human Rights Defense Network (RNDDH),2023-05-09,The reign of Prime Minister Ariel HENRY Or The fury of the armed gangs,RNDDH,1,Port-au-Prince city,Bel-Air,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2023-02-28 00:00:00.000,2023-02-28 00:00:00.000,0,0,20,0,20,20,20,41,
510179,HAI-2023-3-911-5,2023,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""The National Human Rights Defense Network (RNDDH),2023-05-09,The reign of Prime Minister Ariel HENRY Or The fury of the armed gangs""",The National Human Rights Defense Network (RNDDH),2023-05-09,The reign of Prime Minister Ariel HENRY Or The fury of the armed gangs,RNDDH,1,Port-au-Prince city,Bel-Air,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2023-03-01 00:00:00.000,2023-03-01 00:00:00.000,0,0,9,0,9,9,9,41,
510182,HAI-2023-3-911-6,2023,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""The National Human Rights Defense Network (RNDDH),2023-05-09,The reign of Prime Minister Ariel HENRY Or The fury of the armed gangs""",The National Human Rights Defense Network (RNDDH),2023-05-09,The reign of Prime Minister Ariel HENRY Or The fury of the armed gangs,RNDDH,1,Port-au-Prince city,Bel-Air,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2023-03-02 00:00:00.000,2023-03-02 00:00:00.000,0,0,3,0,3,3,3,41,
